,index,word,count
412,1383,funding,12874
413,1539,prevent,12806
414,19,seen,12782
415,979,include,12716
416,7599,constitution,12688
417,858,answer,12640
418,1703,aim,12606
419,440,commitment,12606
420,929,key,12596
421,1338,fund,12592
422,5521,nuclear,12592
423,1836,promote,12588
424,325,tabled,12582
425,1132,apply,12538
426,544,discussion,12514
427,414,statement,12290
428,110,comes,12270
429,1877,share,12230
430,1376,relation,12226
431,1198,colleagues,12222
432,381,military,12210
433,1234,contribution,12148
434,1408,remain,12148
435,1287,play,12124
436,1556,criteria,12098
437,212,russia,12062
438,2302,practice,12044
439,158,young,12006
440,965,short,11990
441,1725,benefit,11974
442,1894,impact,11970
443,143,legislative,11968
444,671,asked,11940
445,422,speak,11902
446,2372,global,11896
447,2448,integration,11870
448,1123,provisions,11838
449,2383,significant,11826
450,125,despite,11794
451,4860,actions,11778
452,1154,procedures,11752
453,503,mind,11716
454,546,saying,11710
455,321,regulations,11706
456,2107,investment,11702
457,2236,elections,11674
458,1328,basic,11648
459,3334,solidarity,11640
460,927,sense,11620
461,1303,stage,11598
462,1306,held,11590
463,839,project,11590
464,2987,east,11584
465,478,voting,11570
466,169,presented,11566
467,462,soon,11554
468,475,according,11510
469,4189,fishing,11506
470,1562,carried,11502
471,1435,external,11498
472,450,express,11496
473,1180,addition,11488
474,1496,population,11484
475,728,training,11470
476,1666,left,11452
477,1181,transparency,11444
478,1147,existing,11440
479,3175,cultural,11326
480,1247,changes,11300
481,699,pay,11294
482,754,equal,11282
483,1640,sustainable,11280
484,164,request,11274
485,681,adopt,11244
486,777,reading,11186
487,799,instead,11180
488,662,business,11176
489,1333,parliamentary,11176
490,1368,success,11162
491,1114,response,11130
492,2267,ministers,11124
493,932,nature,11122
494,1797,balance,11092
495,2272,strong,11054
496,2065,data,11044
497,706,ANUM,11036
498,1289,organisations,11032
499,1337,cohesion,11018
500,1299,prepared,10978
501,3833,border,10908
502,407,relating,10886
503,2814,markets,10868
504,394,item,10852
505,244,expressed,10796
506,682,tomorrow,10788
507,954,furthermore,10742
508,3824,task,10734
509,208,pleased,10732
510,1308,required,10710
511,1825,movement,10646
512,1699,raised,10630
513,1606,crucial,10620
514,2887,decided,10618
515,200,draw,10596
516,755,opportunities,10594
517,661,close,10576
518,3230,defence,10536
519,1958,monitoring,10532
520,5106,violence,10492
521,165,french,10480
522,1577,application,10478
523,1805,water,10474
524,6588,UN,10432
525,5585,conflict,10420
526,1543,farmers,10414
527,1029,established,10388
528,3835,crime,10376
529,826,cost,10366
530,5683,values,10340
531,5908,lisbon,10322
532,2282,france,10320
533,357,week,10302
534,2905,bank,10294
535,257,increased,10268
536,2037,doubt,10252
537,1511,consequences,10246
538,988,mention,10238
539,1518,creation,10222
540,1008,increasing,10190
541,1367,assistance,10178
542,1560,conclusion,10170
543,119,meet,10148
544,1736,demand,10120
545,339,previous,10114
546,917,initiatives,10096
547,276,tell,10090
548,2250,note,10082
549,1629,british,10076
550,885,experience,10074
551,518,establish,10072
552,3165,pressure,10064
553,1137,job,10054
554,715,requirements,10030
555,1024,reached,10026
556,1164,powers,10016
557,62,recently,10014
558,2641,authority,9952
559,617,times,9940
560,1492,rural,9938
561,1531,culture,9930
562,1456,develop,9906
563,2617,paper,9894
564,716,road,9876
565,1030,value,9864
566,336,included,9848
567,3017,try,9842
568,1093,effort,9818
569,1237,thanks,9794
570,2245,list,9718
571,2096,extent,9708
572,805,implemented,9688
573,1084,priorities,9680
574,1341,guidelines,9638
575,1352,poverty,9628
576,235,protect,9614
577,1760,unemployment,9606
578,5646,china,9606
579,5667,honourable,9594
580,800,giving,9576
581,2057,direction,9574
582,1351,face,9568
583,2792,waste,9558
584,2041,levels,9492
585,228,criminal,9464
586,1409,home,9462
587,1901,completely,9398
588,504,discussed,9396
589,2751,found,9370
590,2605,talking,9350
591,1691,took,9334
592,2031,brought,9326
593,159,old,9318
594,1023,organisation,9302
595,311,absolutely,9280
596,1704,reduce,9274
597,2018,reality,9270
598,1697,practical,9270
599,1431,sectors,9238
600,1749,representatives,9236
601,2491,reforms,9234
602,1946,coming,9230
603,451,confidence,9222
604,2529,fair,9212
605,1419,effects,9208
606,1143,cause,9208
607,673,motion,9204
608,1386,private,9192
609,466,outside,9184
610,435,approved,9180
611,3777,turn,9176
612,1047,quickly,9172
613,284,light,9140
614,3524,discussions,9138
615,873,address,9132
616,1177,reference,9074
617,4500,WTO,9062
618,1058,live,9024
619,1992,away,9014
620,1394,takes,9008
621,650,add,9004
622,6736,immigration,8992
623,2904,talk,8982
624,1692,heard,8980
625,2193,considered,8948
626,1226,begin,8942
627,868,applied,8918
628,844,south,8918
629,249,received,8910
630,266,follow,8906
631,3211,discrimination,8862
632,2847,model,8836
633,2675,instrument,8824
634,152,date,8806
635,2588,institutional,8804
636,2790,obviously,8798
637,1216,mediterranean,8796
638,145,precisely,8784
639,8,december,8776
640,1735,reach,8770
641,2229,connection,8740
642,2568,yesterday,8726
643,464,events,8726
644,569,document,8716
645,2648,possibility,8714
646,1339,coordination,8712
647,2843,price,8708
648,438,accepted,8694
649,1763,enable,8688
650,798,implement,8684
651,6638,iraq,8650
652,1893,considerable,8648
653,1933,instruments,8624
654,2895,vital,8620
655,113,paragraph,8608
656,46,victims,8608
657,342,referred,8590
658,5849,asylum,8586
659,1104,discuss,8574
660,3020,direct,8568
661,121,reduction,8564
662,2210,unacceptable,8558
663,291,air,8558
664,3203,candidate,8528
665,2113,men,8526
666,1740,developed,8488
667,1399,conclusions,8476
668,2249,partners,8456
669,1633,focus,8454
670,1295,borders,8440
671,3431,ireland,8426
672,3242,trying,8402
673,1018,relevant,8402
674,38,days,8396
675,565,proper,8392
676,1931,scope,8366
677,2497,rate,8350
678,1309,carry,8340
679,1596,medium,8324
680,1481,review,8284
681,1806,treatment,8282
682,561,supported,8278
683,1007,rightly,8266
684,620,speaking,8246
685,1326,difficulties,8234
686,2752,illegal,8234
687,2758,capacity,8228
688,584,content,8228
689,1224,consideration,8220
690,1772,assessment,8212
691,5380,scientific,8210
692,2337,overall,8188
693,1135,industrial,8182
694,1459,potential,8176
695,531,knowledge,8162
696,423,propose,8158
697,223,specifically,8124
698,1655,creating,8124
699,1482,half,8108
700,1296,goes,8106
701,1467,offer,8106
702,987,remains,8102
703,1109,circumstances,8100
704,688,additional,8080
705,216,constitutional,8076
706,173,accordance,8060
707,2241,beginning,8058
708,663,allowed,8056
709,221,stated,8026
710,4461,democrats,8022
711,2380,forces,8012
712,7222,family,7990
713,2711,billion,7982
714,1899,total,7974
715,4841,green,7968
716,2012,avoid,7962
717,1012,known,7946
718,1044,dealing,7938
719,1396,views,7932
720,2670,expect,7930
721,490,duty,7922
722,3330,independent,7920
723,3292,stress,7916
724,301,brussels,7910
725,1842,encourage,7908
726,2284,oil,7872
727,1055,germany,7868
728,345,comments,7864
729,204,shown,7852
730,1865,amsterdam,7846
731,1535,businesses,7846
732,1347,status,7846
733,1610,participation,7834
734,1638,partnership,7824
735,3854,agency,7812
736,1390,expenditure,7806
737,1172,june,7796
738,634,lot,7774
739,2381,technology,7762
740,2693,forms,7750
741,816,seriously,7744
742,5715,africa,7728
743,316,refer,7720
744,709,tourism,7714
745,5073,charter,7712
746,2403,active,7706
747,418,administrative,7690
748,459,remind,7664
749,2157,return,7658
750,4003,pact,7636
751,1294,stop,7636
752,764,minimum,7632
753,1821,currency,7630
754,5422,animal,7620
755,1302,stand,7610
756,4080,effectively,7604
757,1989,purpose,7602
758,2006,provision,7586
759,3984,police,7586
760,5762,humanitarian,7570
761,2946,american,7558
762,2601,budgets,7550
763,1217,hard,7530
764,2545,created,7526
765,237,sea,7526
766,603,capital,7520
767,4368,regime,7518
768,2769,ban,7518
769,2837,care,7504
770,442,speech,7502
771,705,goods,7490
772,30,natural,7482
773,1927,living,7474
774,4018,demands,7472
775,90,type,7468
776,5211,kosovo,7464
777,2499,decide,7458
778,5512,BNUM,7450
779,240,setting,7428
780,983,annual,7420
781,1452,nos,7418
782,1275,affected,7386
783,4808,animals,7382
784,1812,competitiveness,7376
785,1986,directly,7370
786,1832,combat,7370
787,2423,republic,7364
788,389,event,7358
789,1348,looking,7354
790,2577,wanted,7348
791,259,personal,7342
792,523,fellow,7342
793,2563,committed,7330
794,1447,colleague,7328
795,3439,cross,7314
796,1648,media,7306
797,4403,middle,7298
798,355,message,7286
799,1270,ways,7284
800,1484,plans,7268
801,1214,sufficient,7262
802,1190,intended,7256
803,2428,self,7246
804,393,urgent,7246
805,659,happen,7244
806,6493,israel,7234
807,1962,ensuring,7230
808,2155,aspect,7230
809,500,earlier,7228
810,5063,history,7222
811,3722,receive,7196
812,1744,exist,7188
813,1607,complete,7184
814,2668,intergovernmental,7172
815,1457,strengthen,7162
816,558,comment,7156
817,1521,provides,7142
818,162,death,7122
819,794,implementing,7122
820,401,january,7112
821,1068,improving,7110
822,1099,genuine,7096
823,1982,produce,7094
824,2005,successful,7092
825,2101,calls,7090
826,1252,perspective,7084
827,1136,developments,7078
828,2093,contrary,7076
829,693,acceptable,7070
830,1043,paid,7070
831,329,de,7066
832,2351,closely,7062
833,1208,climate,7058
834,837,huge,7058
835,226,wrong,7050
836,2112,equality,7044
837,3388,delegation,7038
838,3084,introduction,7026
839,3793,adoption,7026
840,1281,produced,7024
841,1356,poor,7022
842,1098,led,7016
843,1385,challenge,7014
844,3279,maintain,7004
845,1761,study,7002
846,3470,morning,6998
847,1125,limited,6996
848,2842,prices,6982
849,5786,commitments,6980
850,2023,benefits,6960
851,2916,german,6950
852,770,contribute,6950
853,1251,broad,6944
854,2180,naturally,6936
855,5058,join,6930
856,2115,later,6926
857,445,treaties,6912
858,2276,aimed,6908
859,124,says,6906
860,1575,directives,6904
861,1756,product,6902
862,2677,solutions,6884
863,2404,measure,6868
864,637,bodies,6866
865,790,related,6858
866,5713,reply,6850
867,332,spanish,6838
868,1388,providing,6828
869,948,eastern,6798
870,910,pointed,6798
871,1944,steps,6796
872,906,highly,6788
873,92,entirely,6784
874,851,limit,6776
875,3818,fraud,6768
876,3259,happened,6766
877,436,september,6750
878,1880,sort,6748
879,1245,discussing,6730
880,556,thought,6718
881,295,building,6716
882,254,word,6692
883,995,gives,6676
884,229,activity,6674
885,1798,promoting,6674
886,3556,staff,6668
887,857,prevention,6668
888,76,regret,6664
889,758,thirdly,6660
890,1276,establishing,6648
891,2154,requires,6644
892,354,properly,6642
893,6817,drugs,6636
894,795,urge,6628
895,3131,exchange,6620
896,1994,thinking,6616
897,1651,operation,6614
898,3585,similar,6612
899,3426,irish,6606
900,952,risks,6594
901,550,outcome,6588
902,507,hear,6582
903,1266,conclude,6582
904,2208,concept,6560
905,2078,anti,6556
906,720,CNUM,6556
907,665,useful,6554
908,1779,responsibilities,6548
909,5635,refugees,6544
910,5820,language,6540
911,2186,weeks,6526
912,2251,documents,6512
913,588,hold,6508
914,1487,dealt,6502
915,1503,networks,6502
916,4146,package,6500
917,669,analysis,6490
918,398,drawn,6472
919,2770,applies,6462
920,572,early,6458
921,1569,spirit,6456
922,306,improved,6452
923,828,lives,6450
924,2354,shows,6448
925,3044,entire,6448
926,54,press,6446
927,2106,financing,6438
928,2325,balanced,6430
929,674,leave,6428
930,996,competitive,6414
931,811,damage,6404
932,7004,spain,6398
933,768,flexibility,6392
934,1718,calling,6390
935,1980,prime,6390
936,1019,laid,6388
937,1345,kingdom,6386
938,1370,recognition,6386
939,886,scale,6386
940,1716,administration,6376
941,2525,wants,6372
942,1413,higher,6348
943,4344,increasingly,6334
944,3762,declaration,6328
945,1971,methods,6328
946,1494,challenges,6322
947,183,represent,6312
948,2469,probably,6308
949,443,body,6306
950,843,north,6304
951,1039,convinced,6296
952,6495,palestinian,6280
953,1525,require,6278
954,6794,parliaments,6272
955,985,company,6266
956,834,parts,6264
957,521,manner,6264
958,5550,turkish,6236
959,2,session,6232
960,1221,remember,6228
961,156,america,6222
962,5178,emissions,6216
963,602,sitting,6208
964,1045,march,6208
965,7377,liberalisation,6206
966,2054,respond,6204
967,3716,closer,6192
968,1914,caused,6188
969,2218,definition,6184
970,1559,bear,6180
971,5258,rest,6176
972,6627,opposition,6164
973,117,introduced,6160
974,3407,exactly,6158
975,2432,supply,6140
976,2566,m,6116
977,680,minutes,6104
978,2441,enormous,6100
979,537,asking,6100
980,495,method,6098
981,1312,elements,6094
982,2125,read,6086
983,3860,relationship,6084
984,385,producers,6072
985,2148,representative,6072
986,1506,low,6062
987,274,van,6056
988,2914,board,6050
989,3362,threat,6048
990,1587,efficient,6042
991,2104,enterprises,6042
992,2388,whilst,6042
993,3121,italian,6040
994,1752,achieving,6038
995,1777,dimension,6034
996,363,arms,6032
997,3565,consensus,6026
998,7088,nice,6026
999,3946,attempt,6024
1000,4188,protocol,6012
1001,3195,informed,6008
1002,2993,liberal,6000
1003,372,dangerous,5998
1004,1321,establishment,5996
1005,2277,supporting,5994
1006,3549,reduced,5988
1007,571,introduce,5986
1008,1882,influence,5972
1009,1056,italy,5972
1010,2124,differences,5970
1011,748,wide,5966
1012,1652,round,5958
1013,925,submitted,5954
1014,3969,network,5940
1015,81,seek,5934
1016,343,intervention,5928
1017,1381,UK,5928
1018,1844,added,5926
1019,1117,speakers,5926
1020,2290,recommendation,5920
1021,489,failure,5910
1022,424,wishes,5908
1023,1985,ideas,5896
1024,2576,recognise,5872
1025,3087,run,5870
1026,4282,europeans,5870
1027,1923,aims,5864
1028,2247,efficiency,5854
1029,1857,totally,5848
1030,1597,sized,5846
1031,538,unable,5844
1032,5345,association,5842
1033,5359,weapons,5832
1034,2995,emphasise,5832
1035,5057,cyprus,5830
1036,2439,chance,5828
1037,2657,ought,5822
1038,104,raise,5822
1039,613,correct,5820
1040,3358,represents,5810
1041,774,subsidiarity,5806
1042,608,told,5802
1043,347,november,5802
1044,182,institution,5800
1045,296,elected,5792
1046,3670,impossible,5788
1047,2415,attitude,5782
1048,1120,laws,5778
1049,142,merely,5770
1050,1445,substantial,5750
1051,3834,organised,5740
1052,8432,conciliation,5740
1053,1961,consultation,5738
1054,11,happy,5734
1055,1291,simple,5710
1056,2114,evidence,5708
1057,2211,intention,5704
1058,52,rise,5700
1059,767,degree,5694
1060,1554,opening,5690
1061,2105,alternative,5684
1062,1746,forget,5682
1063,2235,immediately,5674
1064,1092,sensitive,5662
1065,2163,putting,5660
1066,3732,fear,5660
1067,2489,critical,5656
1068,147,e,5656
1069,4488,commercial,5652
1070,2658,desire,5642
1071,1040,fall,5640
1072,2056,actual,5640
1073,2239,chamber,5632
1074,3385,ahead,5630
1075,5538,origin,5622
1076,222,resolutions,5620
1077,2584,lines,5618
1078,616,addressed,5600
1079,260,met,5594
1080,111,contains,5582
1081,1464,constructive,5580
1082,2040,reducing,5580
1083,1803,mainly,5580
1084,1360,improvement,5550
1085,1307,october,5546
1086,4422,ECU,5534
1087,601,rejected,5532
1088,3073,peoples,5524
1089,6068,tobacco,5520
1090,2528,official,5508
1091,846,traffic,5504
1092,2200,strengthening,5496
1093,1042,ground,5496
1094,635,repeat,5494
1095,1972,combating,5488
1096,1781,recommendations,5486
1097,415,strategic,5484
1098,2506,greece,5478
1099,198,positions,5470
1100,881,continuing,5468
1101,3606,trust,5468
1102,2197,understanding,5466
1103,1054,sweden,5456
1104,2582,debates,5454
1105,191,person,5454
1106,4731,membership,5446
1107,1169,exercise,5446
1108,483,appear,5444
1109,3177,statements,5438
1110,170,signed,5434
1111,3826,sanctions,5432
1112,3126,choice,5418
1113,1889,subsidies,5408
1114,1869,conduct,5404
1115,3059,big,5394
1116,1353,growing,5386
1117,1320,concrete,5374
1118,5001,fish,5368
1119,3872,committees,5364
1120,1379,figures,5356
1121,4215,finance,5354
1122,789,structure,5354
1123,3215,came,5354
1124,3035,controls,5350
1125,614,grateful,5350
1126,4533,pollution,5334
1127,3060,opposed,5334
1128,4066,extend,5320
1129,1162,consequently,5312
1130,373,send,5306
1131,596,socialist,5306
1132,850,thousands,5304
1133,900,involving,5300
1134,1188,northern,5298
1135,4090,communities,5296
1136,492,original,5292
1137,2585,mutual,5286
1138,1121,COM,5282
1139,548,votes,5280
1140,2493,taxation,5278
1141,1847,rapporteurs,5276
1142,2244,ones,5274
1143,6232,easy,5272
1144,2077,strongly,5272
1145,4112,intend,5268
1146,1282,sound,5260
1147,761,guarantees,5258
1148,3484,cover,5248
1149,4347,instance,5244
1150,508,internet,5242
1151,787,complex,5242
1152,6357,western,5234
1153,1499,sources,5228
1154,880,table,5228
1155,2346,negative,5216
1156,3963,danger,5212
1157,1243,resolve,5210
1158,547,chairman,5210
1159,429,prodi,5180
1160,3559,worked,5180
1161,2766,managed,5180
1162,1468,seeking,5166
1163,1947,faced,5162
1164,3395,criticism,5162
1165,2972,reject,5160
1166,2071,facing,5158
1167,1786,comprehensive,5156
1168,3066,bringing,5150
1169,452,july,5134
1170,5819,meetings,5134
1171,1401,infrastructure,5128
1172,3293,age,5126
1173,6796,innovation,5116
1174,711,adopting,5116
1175,3038,lost,5112
1176,3382,designed,5112
1177,5072,payments,5110
1178,2179,centre,5108
1179,3003,meps,5106
1180,672,floor,5102
1181,5953,discharge,5096
1182,3404,co,5092
1183,5075,commissioners,5090
1184,1808,leaders,5088
1185,1514,getting,5086
1186,1826,persons,5082
1187,3216,judicial,5080
1188,9245,disease,5078
1189,2811,covered,5072
1190,3078,practices,5064
1191,6824,trafficking,5058
1192,5016,obligations,5052
1193,783,arrangements,5028
1194,6837,child,5024
1195,1801,build,5024
1196,951,obvious,5024
1197,1730,supports,5014
1198,1950,detailed,5012
1199,2292,luxembourg,5010
1200,1393,transparent,5008
1201,176,followed,5006
1202,1934,proposing,5000
1203,2416,appears,4996
1204,5368,ambitious,4990
1205,1783,integrated,4972
1206,1500,income,4968
1207,7884,assembly,4960
1208,903,granted,4960
1209,1856,personally,4958
1210,7273,export,4954
1211,3911,detail,4948
1212,9582,ACP,4930
1213,1505,generally,4912
1214,2564,closed,4910
1215,1490,starting,4910
1216,8028,substances,4908
1217,841,cut,4906
1218,1729,interesting,4900
1219,3027,greatest,4898
1220,2505,portugal,4892
1221,2554,appeal,4888
1222,1938,hours,4882
1223,6618,election,4882
1224,1897,involve,4878
1225,751,structures,4870
1226,1060,carefully,4868
1227,2213,appropriations,4860
1228,4809,heads,4858
1229,2486,failed,4858
1230,384,happening,4848
1231,2543,rates,4844
1232,456,explain,4830
1233,1327,lastly,4830
1234,1489,mandate,4828
1235,4467,advantage,4828
1236,4729,compensation,4816
1237,86,yes,4810
1238,3574,changed,4804
1239,3596,leading,4802
1240,3074,forced,4802
1241,2402,promotion,4796
1242,2147,limits,4794
1243,1520,territory,4790
1244,3284,approval,4784
1245,271,month,4778
1246,4404,range,4770
1247,2016,bad,4770
1248,581,reasonable,4754
1249,5777,talks,4748
1250,1313,diversity,4736
1251,1021,adequate,4728
1252,3127,presence,4728
1253,1057,austria,4726
1254,3810,auditors,4724
1255,1545,land,4724
1256,4636,russian,4720
1257,6758,languages,4720
1258,3999,customs,4718
1259,821,disaster,4702
1260,1127,linked,4692
1261,2233,situations,4690
1262,2633,expression,4686
1263,517,delay,4684
1264,29,series,4682
1265,337,grounds,4662
1266,4984,swedish,4660
1267,1428,burden,4648
1268,1875,sides,4648
1269,3231,recognised,4642
1270,1771,late,4642
1271,1773,equally,4640
1272,2725,evaluation,4636
1273,224,plenary,4636
